policy_id,insured_id,snapshot_date,policy_effective_date,policy_expiration_date,coverage_type,vehicle_count,vehicle_avg_age,driver_count,driver_avg_age,years_in_business,prior_year_mileage_000,business_type,state,prior_apd_claim_count,prior_al_claim_count,prior_loss_amount,deductible,coverage_limit_000,annual_premium,payment_frequency,risk_score_external,num_heavy_vehicles,late_payment_count,first_claim_reported_date,claim_paid_amount_current_period,claim_status_current_period,days_to_first_claim_report
POL-016404,INS-00285,2023-03-05,2022-12-01,2023-12-01,APD,7,7.5,4,35.0,33.5,182.0,Retail,CA,1,0,13968.48,1000,500,4426.81,Annual,38.11,0,0.0,,,,
POL-016405,INS-00177,2024-06-05,2024-05-28,2025-05-28,APD,10,0.2,8,34.7,1.3,303.4,Retail,TX,0,0,0.0,1000,500,6720.28,Annual,53.68,1,0.0,,,,
POL-016406,INS-00010,2023-05-04,2023-01-08,2024-01-08,APD,6,3.4,3,33.3,4.2,127.8,Service,TX,1,1,20236.15,250,500,14856.37,Annual,95.71,2,2.0,,,,
POL-016407,INS-00644,2023-06-30,2023-06-30,2024-06-29,APD,6,5.1,3,33.3,5.9,109.2,Construction,WA,0,0,0.0,1000,100,7462.75,Monthly,90.57,0,0.0,,,,
POL-016408,INS-00110,2024-05-30,2024-05-15,2025-05-15,APD,5,3.9,9,46.4,10.1,130.8,Trucking,PA,0,0,0.0,1000,500,8620.15,Monthly,90.02,0,3.0,,,,
POL-016409,INS-00644,2023-09-13,2023-03-23,2024-03-22,APD,10,4.6,11,43.9,6.0,366.8,Trucking,PA,0,0,,2500,300,9155.83,Annual,57.95,2,1.0,,,,
POL-016410,INS-00057,2024-03-14,2023-11-30,2024-11-29,APD,9,2.0,8,43.6,9.1,92.2,Trucking,CA,1,0,9510.24,5000,300,6665.67,Annual,79.1,2,1.0,,,,
POL-016411,INS-00588,2023-09-19,2023-05-20,2024-05-19,APD,4,5.5,3,32.2,1.0,105.3,retail,NC,0,1,31284.19,2500,300,15991.24,Monthly,17.62,0,0.0,,,,
POL-016412,INS-00296,2024-04-05,2023-10-10,2024-10-09,APD,5,3.9,1,41.0,3.6,140.6,RETAIL,TX,0,0,0.0,1000,100,8282.68,Monthly,13.9,1,0.0,,,,
POL-016413,INS-00069,2024-02-20,2023-12-23,2024-12-22,APD,8,8.2,7,51.1,13.2,73.5,Other,NC,1,0,,2500,300,4335.33,Monthly,96.44,1,0.0,,,,
POL-016414,INS-00530,2023-05-13,2022-12-01,2023-12-01,APD,7,1.9,2,39.1,5.5,120.5,Service,AZ,0,0,0.0,1000,500,2789.26,Quarterly,60.93,2,0.0,,,,
POL-016415,INS-00593,2023-07-05,2023-05-01,2024-04-30,APD,7,2.7,5,45.2,3.3,165.5,service,NC,1,0,10782.28,500,100,4784.44,Annual,3.32,1,0.0,,,,
POL-016416,INS-00388,2024-06-08,2024-02-01,2025-01-31,APD,2,0.0,7,,1.7,29.3,Trucking,GA,0,0,0.0,2500,500,6087.75,Annual,68.39,0,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-016417,INS-00367,2023-05-04,2023-04-04,2024-04-03,APD,7,3.4,13,21.0,5.0,119.8,Service,WA,0,1,6899.89,250,300,8620.97,Annual,94.82,4,0.0,,,,
POL-016418,INS-00418,2023-10-20,2023-05-01,2024-04-30,APD,9,3.8,4,39.6,6.6,124.6,Construction,AZ,0,0,0.0,2500,100,6045.81,Monthly,43.7,1,0.0,,,,
POL-016419,INS-00637,2023-04-19,2022-12-08,2023-12-08,APD,3,4.2,8,41.8,1.6,93.4,Trucking,PA,0,0,0.0,2500,100,15013.24,Quarterly,,1,3.0,,,,
POL-016420,INS-00299,2023-11-14,2023-05-28,2024-05-27,APD,2,1.7,9,38.7,1.1,42.9,Other,NC,0,0,0.0,1000,100,4889.78,Annual,22.64,1,2.0,,,,
POL-016421,INS-00105,2024-02-29,2023-12-08,2024-12-07,APD,9,2.4,12,53.4,7.7,119.4,Other,GA,2,0,,2500,300,8172.77,Annual,11.85,0,0.0,,,,
POL-016422,INS-00348,2023-10-16,2023-08-25,2024-08-24,APD,12,5.9,9,41.3,19.1,342.0,Trucking,TX,0,0,0.0,5000,500,9660.82,Monthly,97.39,1,1.0,,,,
POL-016423,INS-00733,2023-08-04,2023-08-04,2024-08-03,APD,4,4.0,8,38.0,1.9,135.8,Trucking,PA,1,1,25366.58,250,500,19213.4,Monthly,46.04,0,0.0,,,,
POL-016424,INS-00249,2024-04-18,2024-02-06,2025-02-05,APD,11,6.4,5,58.6,7.1,166.1,Service,FL,0,0,0.0,2500,300,6098.29,Quarterly,72.69,1,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-016425,INS-00205,2023-08-21,2023-08-01,2024-07-31,APD,9,6.5,6,41.2,3.7,300.0,Service,PA,1,1,18957.4,2500,100,6162.95,Quarterly,47.57,2,0.0,,,,
POL-016426,INS-00453,2023-01-23,2023-01-09,2024-01-09,APD,4,6.3,5,40.3,2.3,58.3,service,CO,0,1,19789.2,500,500,3684.49,Annual,83.86,2,2.0,,,,
POL-016427,INS-00133,2023-03-30,2022-11-21,2023-11-21,APD,11,6.5,7,32.6,11.5,354.9,trucking,NC,2,0,11292.15,5000,300,5950.64,Quarterly,78.46,4,1.0,,,,
POL-016428,INS-00385,2023-10-21,2023-06-30,2024-06-29,APD,11,1.6,4,31.9,8.6,1015.6,Service,FL,1,0,36339.29,2500,500,5340.61,Monthly,85.25,3,2.0,9999-01-01,-999.0,INVALID,-999.0
POL-016429,INS-00743,2023-01-27,2023-01-20,2024-01-20,APD,9,2.2,7,37.8,1.0,150.2,SERVICE,GA,0,1,6206.22,500,500,8813.61,Monthly,59.59,0,1.0,,,,
POL-016430,INS-00704,2023-08-21,2023-03-21,2024-03-20,APD,2,1.2,8,33.6,6.4,64.0,Service,CO,1,0,7854.9,1000,100,13985.11,Quarterly,11.91,1,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-016431,INS-00545,2024-01-11,2024-01-03,2025-01-02,APD,4,4.0,2,31.1,4.2,87.0,retail,WA,1,1,,5000,500,25000.0,Quarterly,32.29,1,0.0,,,,
POL-016432,INS-00456,2023-08-12,2023-06-29,2024-06-28,APD,7,3.1,5,42.9,9.7,174.8,Service,NC,0,1,17013.51,1000,500,3868.49,Annual,78.37,0,1.0,,,,
POL-016433,INS-00436,2024-05-02,2024-03-08,2025-03-08,APD,10,4.7,11,40.2,8.6,238.0,CONSTRUCTION,NY,2,0,21734.67,250,500,3214.0,Annual,84.56,1,1.0,,,,
POL-016434,INS-00270,2023-02-03,2023-02-02,2024-02-02,APD,7,7.7,6,42.2,3.3,300.3,retail,CO,0,0,0.0,250,300,5575.29,Monthly,2.77,0,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-016435,INS-00134,2023-10-31,2023-09-30,2024-09-29,APD,9,6.4,8,44.0,6.1,163.8,Trucking,CO,0,1,4152.74,1000,300,7619.95,Monthly,99.35,3,0.0,,,,
POL-016436,INS-00003,2023-06-30,2023-06-30,2024-06-29,APD,7,2.0,7,36.5,10.7,58.9,Service,GA,1,0,25724.0,250,100,11174.94,Annual,9.5,0,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-016437,INS-00010,2023-02-16,2022-09-05,2023-09-05,APD,7,6.7,9,32.2,32.3,,Service,OH,0,0,0.0,1000,1000,6078.59,Annual,68.49,1,0.0,,,,
POL-016438,INS-00484,2023-10-29,2023-06-16,2024-06-15,APD,9,4.7,8,41.8,4.1,,Rideshare,TX,0,0,0.0,5000,300,9418.93,Monthly,56.9,3,4.0,9999-01-01,-999.0,INVALID,-999.0
POL-016439,INS-00294,2023-09-28,2023-05-30,2024-05-29,APD,6,2.1,2,42.5,1.5,107.9,Trucking,CA,0,1,38173.28,250,1000,13422.34,Monthly,,0,2.0,,,,
POL-016440,INS-00219,2024-05-08,2024-02-18,2025-02-17,APD,6,5.6,9,39.4,3.0,158.7,Trucking,TX,0,0,0.0,500,1000,11499.72,Monthly,97.05,1,0.0,,,,
POL-016441,INS-00402,2023-05-28,2023-05-04,2024-05-03,APD,9,4.0,4,43.0,2.2,340.8,OTHER,TX,0,1,93890.45,1000,300,9069.01,Quarterly,83.35,2,0.0,,,,
POL-016442,INS-00025,2023-05-22,2023-01-26,2024-01-26,APD,4,2.7,4,41.8,14.2,55.0,trucking,IL,1,1,13265.8,250,500,2305.1,Monthly,23.83,0,4.0,,,,
POL-016443,INS-00203,2024-01-30,2023-08-11,2024-08-10,APD,10,5.5,4,40.3,1.0,112.0,Retail,FL,1,1,7935.67,250,100,5314.1,Monthly,66.8,2,0.0,,,,
POL-016444,INS-00160,2023-05-21,2022-11-27,2023-11-27,APD,8,6.3,8,21.9,2.2,242.2,Trucking,CA,0,0,0.0,5000,100,3579.53,Annual,0.04,0,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-016445,INS-00631,2024-04-17,2023-10-28,2024-10-27,APD,10,5.3,4,34.3,7.1,234.7,Retail,CO,1,1,15211.4,500,500,13963.19,Quarterly,33.41,2,2.0,,,,
POL-016446,INS-00398,2024-06-13,2024-02-23,2025-02-22,APD,9,4.4,5,35.5,5.8,267.7,Trucking,WA,0,1,14604.47,500,500,3090.84,Monthly,87.31,1,0.0,,,,
POL-016447,INS-00602,2023-04-02,2022-10-10,2023-10-10,APD,7,5.2,6,34.6,7.0,71.9,Trucking,NY,0,0,0.0,250,300,3234.47,,59.24,3,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-016448,INS-00393,2024-05-10,2023-12-08,2024-12-07,APD,13,2.1,3,46.3,7.9,471.4,Service,FL,0,1,8668.6,500,500,7032.21,Monthly,25.14,3,0.0,,,,
POL-016449,INS-00111,2023-04-03,2023-01-27,2024-01-27,APD,11,3.0,5,39.5,2.4,499.1,TRUCKING,CO,0,0,0.0,5000,100,9840.87,Annual,51.7,4,1.0,,,,
POL-016450,INS-00337,2023-07-15,2023-02-16,2024-02-16,APD,13,1.6,2,42.3,5.7,511.7,Construction,CA,3,2,41760.22,5000,300,9469.48,Monthly,80.74,4,,,,,
POL-016451,INS-00138,2024-06-10,2024-04-14,2025-04-14,APD,11,3.4,6,56.8,1.0,130.6,Service,GA,1,0,9745.92,250,300,12156.3,Annual,,0,1.0,,,,
POL-016452,INS-00604,2024-06-01,2024-03-08,2025-03-08,APD,8,2.5,12,46.8,10.3,,RETAIL,TX,0,0,0.0,500,500,15347.87,Annual,72.39,0,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-016453,INS-00278,2023-08-01,2023-05-06,2024-05-05,APD,5,6.2,6,29.9,1.0,76.0,Trucking,TX,1,1,29591.95,2500,300,9522.95,Annual,70.42,2,0.0,,,,
POL-016454,INS-00607,2024-03-18,2023-11-01,2024-10-31,APD,11,6.2,9,27.0,16.4,197.9,Service,TX,0,1,7043.41,500,300,11730.34,Monthly,67.67,2,,,,,
POL-016455,INS-00286,2023-07-20,2023-02-28,2024-02-28,APD,6,0.0,5,38.0,4.7,109.8,SERVICE,IL,0,0,0.0,2500,300,7820.95,Quarterly,85.49,1,1.0,,,,
POL-016456,INS-00578,2024-06-07,2024-05-14,2025-05-14,APD,9,3.3,3,58.2,6.8,,Construction,TX,0,0,0.0,500,500,10635.96,Annual,2.43,1,,,,,
POL-016457,INS-00270,2024-05-06,2024-01-10,2025-01-09,APD,10,3.7,2,47.1,16.9,423.9,trucking,PA,2,1,72703.65,1000,300,16786.23,Quarterly,21.66,3,2.0,,,,
POL-016458,INS-00281,2023-07-09,2023-04-19,2024-04-18,APD,9,3.0,6,58.4,6.9,543.2,Construction,CO,1,3,34744.05,5000,100,7440.84,Monthly,72.03,2,0.0,,,,
POL-016459,INS-00333,2024-01-30,2024-01-07,2025-01-06,APD,6,8.3,5,40.6,2.5,126.3,Service,WA,0,0,0.0,2500,500,3407.49,Monthly,86.03,1,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-016460,INS-00199,2024-04-26,2023-12-31,2024-12-30,APD,5,6.9,6,44.6,2.1,307.6,Service,NY,2,2,37870.06,1000,300,12513.76,Annual,74.31,1,3.0,,,,
POL-016461,INS-00085,2023-08-25,2023-08-01,2024-07-31,APD,8,7.9,7,35.7,32.5,,Service,NC,1,1,10189.38,500,100,10629.23,Quarterly,8.31,2,3.0,,,,
POL-016462,INS-00556,2024-05-03,2024-01-12,2025-01-11,APD,9,8.1,10,47.8,6.8,393.8,RETAIL,CO,0,0,0.0,2500,300,6840.42,Quarterly,76.56,3,0.0,,,,
POL-016463,INS-00447,2023-04-11,2022-12-09,2023-12-09,APD,5,6.4,6,55.1,19.5,184.2,Construction,IL,0,0,0.0,500,100,5158.55,Annual,,1,2.0,,,,
POL-016464,INS-00406,2023-06-06,2023-02-19,2024-02-19,APD,6,3.7,4,33.1,20.6,,retail,IL,0,0,0.0,5000,300,8259.68,Annual,2.76,0,1.0,,,,
POL-016465,INS-00342,2023-08-01,2023-05-19,2024-05-18,APD,11,4.7,7,,6.1,378.2,Retail,FL,0,0,0.0,2500,500,11694.25,Annual,14.48,1,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-016466,INS-00268,2023-08-14,2023-07-05,2024-07-04,APD,6,6.5,6,27.5,4.9,164.1,retail,CA,0,0,0.0,2500,500,24628.09,Quarterly,11.45,2,0.0,,,,
POL-016467,INS-00399,2023-10-30,2023-06-10,2024-06-09,APD,13,4.5,4,50.0,1.0,510.9,Trucking,WA,0,0,0.0,2500,100,4491.19,Annual,79.36,2,0.0,,,,
POL-016468,INS-00126,2024-03-19,2023-10-14,2024-10-13,APD,6,6.7,6,36.3,13.9,361.4,CONSTRUCTION,FL,0,0,0.0,500,500,11225.67,Quarterly,14.99,1,2.0,,,,
POL-016469,INS-00134,2023-09-27,2023-06-02,2024-06-01,APD,9,7.5,4,35.1,1.0,170.5,Service,OH,2,1,23838.09,2500,300,17467.0,Quarterly,67.77,3,0.0,,,,
POL-016470,INS-00476,2024-06-11,2024-01-29,2025-01-28,APD,11,4.3,3,42.9,23.9,340.4,Retail,CA,0,0,,2500,1000,13502.41,Annual,5.51,2,0.0,,,,
POL-016471,INS-00543,2023-03-23,2023-01-02,2024-01-02,APD,4,4.2,4,36.6,15.0,66.9,Trucking,FL,0,0,0.0,5000,300,5633.97,Annual,53.14,1,0.0,,,,
POL-016472,INS-00008,2024-01-30,2023-10-12,2024-10-11,APD,2,9.4,1,26.8,3.1,73.5,construction,OH,0,0,0.0,1000,300,6198.59,Annual,51.2,0,2.0,,,,
POL-016473,INS-00625,2023-01-19,2022-11-24,2023-11-24,APD,7,1.6,9,31.4,10.2,327.5,RETAIL,OH,1,0,54797.03,5000,100,4983.17,Quarterly,57.59,1,0.0,,,,
POL-016474,INS-00274,2023-08-04,2023-07-05,2024-07-04,APD,8,7.0,3,42.2,11.7,93.7,Service,NC,0,1,12433.45,5000,100,11460.58,Monthly,74.17,2,1.0,,,,
POL-016475,INS-00718,2023-01-17,2022-11-23,2023-11-23,APD,6,6.6,6,46.7,5.2,331.2,retail,TX,0,0,0.0,1000,300,5761.52,Monthly,75.17,0,0.0,,,,
POL-016476,INS-00662,2023-06-02,2023-03-07,2024-03-06,APD,7,2.7,6,33.9,9.2,246.1,Construction,GA,1,0,9354.01,500,300,4167.38,Monthly,25.32,4,,,,,
POL-016477,INS-00619,2023-04-20,2023-02-26,2024-02-26,APD,7,3.1,5,47.5,5.6,145.1,retail,CA,2,0,44377.67,5000,300,5466.75,Monthly,87.53,2,,,,,
POL-016478,INS-00150,2024-02-12,2023-12-29,2024-12-28,APD,10,0.2,6,25.5,7.1,314.6,Trucking,IL,0,0,0.0,250,1000,6072.47,Annual,83.38,4,0.0,,,,
POL-016479,INS-00717,2023-01-24,2022-10-18,2023-10-18,APD,5,6.4,10,36.1,1.6,143.2,Construction,GA,0,1,4903.38,500,100,16460.94,Quarterly,10.09,0,2.0,,,,
POL-016480,INS-00349,2023-09-06,2023-04-09,2024-04-08,APD,15,7.6,6,33.2,3.5,495.4,CONSTRUCTION,WA,0,0,,250,500,9223.25,Annual,38.07,2,0.0,,,,
POL-016481,INS-00693,2023-04-26,2022-12-16,2023-12-16,APD,4,5.3,7,35.4,6.6,153.0,Trucking,IL,0,0,0.0,500,300,15549.48,Annual,35.84,0,0.0,,,,
POL-016482,INS-00558,2023-11-29,2023-09-20,2024-09-19,APD,13,5.1,10,44.1,20.4,,Trucking,AZ,1,1,12517.02,500,500,3466.0,Annual,44.48,1,0.0,,,,
POL-016483,INS-00166,2023-07-31,2023-03-15,2024-03-14,APD,6,6.5,4,36.1,3.6,234.4,Retail,IL,0,0,,2500,300,4266.15,Quarterly,23.43,1,0.0,,,,
POL-016484,INS-00450,2024-06-17,2024-03-07,2025-03-07,APD,9,4.0,8,35.6,5.0,259.7,Trucking,NC,3,1,60467.27,2500,500,7900.31,Monthly,83.54,1,,,,,
POL-016485,INS-00546,2024-03-27,2024-03-25,2025-03-25,APD,4,5.3,5,43.8,16.0,46.7,Construction,NY,0,0,0.0,5000,100,6132.48,Quarterly,84.03,1,0.0,,,,
POL-016486,INS-00547,2024-06-24,2024-01-15,2025-01-14,APD,7,8.2,7,44.0,18.1,90.0,Retail,CA,0,1,6105.9,5000,1000,7044.62,Annual,59.7,1,0.0,,,,
POL-016487,INS-00158,2024-02-11,2023-11-05,2024-11-04,APD,8,7.4,5,51.5,5.6,357.4,Retail,FL,0,0,0.0,500,300,11469.28,Quarterly,94.1,4,0.0,,,,
POL-016488,INS-00402,2023-12-26,2023-09-20,2024-09-19,APD,6,6.9,3,36.9,2.4,486.5,Trucking,PA,2,0,37609.69,250,300,17422.41,Monthly,54.11,2,0.0,,,,
POL-016489,INS-00121,2023-04-02,2023-01-08,2024-01-08,APD,7,3.1,4,38.7,11.6,70.8,trucking,WA,0,0,0.0,5000,300,12405.46,Annual,30.66,2,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-016490,INS-00258,2024-05-23,2024-03-03,2025-03-03,APD,4,3.7,6,33.8,39.4,97.9,Construction,TX,0,0,0.0,1000,500,6441.15,Annual,75.6,0,2.0,,,,
POL-016491,INS-00141,2023-03-24,2023-03-06,2024-03-05,APD,7,5.6,4,30.3,20.4,426.8,TRUCKING,AZ,1,1,11749.92,2500,300,12669.11,Monthly,0.55,0,1.0,,,,
POL-016492,INS-00090,2023-08-25,2023-07-12,2024-07-11,APD,8,6.2,7,36.6,1.0,156.1,Retail,CO,0,1,9141.23,1000,1000,5998.72,,77.37,1,2.0,,,,
POL-016493,INS-00537,2023-04-10,2023-01-11,2024-01-11,APD,11,1.5,9,44.1,8.9,,Retail,WA,0,1,4901.89,1000,100,9290.52,Annual,87.0,2,0.0,,,,
POL-016494,INS-00627,2024-03-08,2023-11-16,2024-11-15,APD,8,5.8,11,42.9,5.9,65.3,SERVICE,AZ,0,0,0.0,1000,100,10742.31,Annual,40.1,1,0.0,,,,
POL-016495,INS-00155,2023-10-28,2023-06-15,2024-06-14,APD,6,3.7,13,35.2,1.0,115.9,Retail,NY,0,0,,2500,500,13824.95,Monthly,64.36,0,0.0,,,,
POL-016496,INS-00376,2024-02-03,2023-12-28,2024-12-27,APD,6,6.3,5,36.2,1.6,253.8,Trucking,AZ,0,0,0.0,250,1000,9034.45,Annual,81.31,0,3.0,,,,
POL-016497,INS-00318,2024-02-04,2023-10-13,2024-10-12,APD,10,5.0,6,22.6,10.3,135.6,Trucking,PA,1,2,76109.76,1000,100,3823.06,Annual,56.21,2,3.0,,,,
POL-016498,INS-00435,2024-04-02,2023-10-29,2024-10-28,APD,10,4.8,9,,33.0,263.1,Trucking,TX,1,1,9415.12,2500,100,8747.25,Annual,88.08,2,0.0,,,,
POL-016499,INS-00231,2024-03-02,2023-10-02,2024-10-01,APD,10,5.2,4,47.4,1.0,177.0,Trucking,WA,1,0,9788.56,1000,500,6036.61,Monthly,45.68,1,3.0,,,,
POL-016500,INS-00066,2023-07-29,2023-02-01,2024-02-01,APD,10,6.6,2,34.7,1.4,189.2,Trucking,AZ,0,0,,250,100,5011.55,Monthly,1.52,2,0.0,,,,
POL-016501,INS-00450,2024-01-23,2023-08-19,2024-08-18,AL,11,0.6,6,35.8,3.4,335.1,Retail,CO,1,3,24887.36,2500,500,15224.83,Monthly,63.36,1,0.0,,,,
POL-016502,INS-00468,2024-04-17,2023-11-03,2024-11-02,AL,11,4.4,1,34.3,2.7,196.9,service,FL,1,0,38832.65,500,500,20665.01,Monthly,5.86,2,,,,,
POL-016503,INS-00047,2024-03-22,2024-01-07,2025-01-06,AL,9,5.4,6,23.1,6.0,298.4,Service,GA,0,0,0.0,5000,1000,26962.82,Monthly,90.06,2,3.0,,,,
POL-016504,INS-00746,2023-12-11,2023-11-07,2024-11-06,AL,7,3.3,5,45.1,1.0,127.8,Construction,GA,0,1,4140.67,500,300,36059.43,Monthly,95.62,3,2.0,,,,
POL-016505,INS-00064,2023-12-16,2023-09-04,2024-09-03,AL,10,3.5,7,49.9,10.1,502.1,Trucking,WA,2,0,30605.06,500,500,5494.87,Annual,0.92,1,,,,,
POL-016506,INS-00738,2024-03-08,2023-12-19,2024-12-18,AL,8,3.5,5,38.1,17.7,110.3,Trucking,TX,0,0,0.0,500,300,8340.87,Quarterly,55.66,1,0.0,,,,
POL-016507,INS-00235,2024-05-18,2024-02-10,2025-02-09,AL,6,5.0,4,43.8,16.1,244.0,retail,GA,0,0,,2500,300,12545.32,Annual,27.25,0,3.0,9999-01-01,-999.0,INVALID,-999.0
POL-016508,INS-00578,2023-10-09,2023-10-06,2024-10-05,AL,9,4.8,2,28.9,4.5,246.8,Trucking,CO,2,0,41151.78,1000,1000,12606.97,Monthly,27.39,2,1.0,,,,
POL-016509,INS-00324,2023-10-30,2023-10-16,2024-10-15,AL,14,5.9,6,44.7,2.9,176.8,Trucking,FL,2,1,10587.2,5000,300,8458.79,Annual,2.29,3,2.0,,,,
POL-016510,INS-00620,2023-04-23,2022-12-04,2023-12-04,AL,5,9.9,6,38.2,4.7,201.3,Other,FL,2,0,83329.65,1000,500,16077.97,,,1,,,,,
POL-016511,INS-00046,2023-11-04,2023-08-28,2024-08-27,AL,7,10.1,6,38.2,4.8,90.4,Trucking,NY,0,0,0.0,250,1000,8126.14,Annual,46.26,2,0.0,,,,
POL-016512,INS-00401,2024-04-09,2023-11-18,2024-11-17,AL,5,3.1,12,29.6,12.1,199.9,Trucking,OH,1,0,34399.68,500,500,13314.68,Quarterly,36.38,1,,,,,
POL-016513,INS-00686,2023-06-15,2023-02-04,2024-02-04,AL,5,5.3,7,44.0,2.6,112.2,Trucking,OH,1,0,6902.1,2500,300,4847.18,Annual,60.67,1,0.0,,,,
POL-016514,INS-00617,2023-07-09,2023-02-27,2024-02-27,AL,4,2.4,5,55.2,5.9,198.1,retail,FL,1,1,29940.06,1000,500,8841.82,Quarterly,24.16,2,3.0,,,,
POL-016515,INS-00559,2024-01-16,2023-12-10,2024-12-09,AL,7,1.1,11,43.6,2.4,201.6,Trucking,OH,0,0,0.0,1000,500,9125.71,Annual,76.08,1,0.0,,,,
POL-016516,INS-00195,2023-02-12,2022-09-29,2023-09-29,AL,8,6.3,6,27.5,12.4,164.6,Trucking,IL,0,0,0.0,5000,300,14297.38,Monthly,97.32,1,3.0,,,,
POL-016517,INS-00084,2023-07-15,2023-04-29,2024-04-28,AL,7,5.9,3,40.7,22.4,198.6,service,PA,1,0,17712.24,1000,300,15451.6,Quarterly,38.04,2,2.0,9999-01-01,-999.0,INVALID,-999.0
POL-016518,INS-00027,2023-08-02,2023-02-11,2024-02-11,AL,6,8.3,7,46.4,29.3,159.2,other,TX,0,0,0.0,250,500,17796.62,Annual,31.13,1,1.0,,,,
POL-016519,INS-00009,2023-04-04,2023-03-11,2024-03-10,AL,7,6.7,4,45.2,10.5,214.8,retail,FL,0,0,0.0,2500,1000,11345.83,Quarterly,53.3,0,2.0,,,,
POL-016520,INS-00547,2023-03-05,2022-09-25,2023-09-25,AL,6,3.8,3,39.8,18.5,176.2,Retail,NC,3,0,30208.37,250,500,5391.46,Quarterly,48.37,2,0.0,,,,
POL-016521,INS-00478,2024-05-13,2024-03-02,2025-03-02,AL,4,6.7,3,37.1,1.0,259.1,Other,FL,0,0,0.0,500,500,16078.79,Monthly,18.46,1,1.0,,,,
POL-016522,INS-00742,2024-04-30,2023-12-12,2024-12-11,AL,3,4.9,4,29.8,26.7,62.0,Retail,GA,0,0,,250,500,9217.54,Quarterly,95.86,0,0.0,,,,
POL-016523,INS-00065,2023-12-03,2023-11-18,2024-11-17,AL,5,1.4,5,41.0,40.0,86.1,Trucking,OH,1,4,,500,300,20125.73,Annual,0.85,1,0.0,,,,
POL-016524,INS-00246,2023-03-12,2022-10-13,2023-10-13,AL,4,4.8,3,45.8,9.1,108.2,Retail,OH,0,0,0.0,2500,300,16136.12,Monthly,72.05,0,0.0,,,,
POL-016525,INS-00620,2023-10-24,2023-07-23,2024-07-22,AL,6,4.3,5,40.1,4.9,136.2,Retail,WA,0,0,0.0,2500,500,14424.7,Quarterly,,0,,,,,
POL-016526,INS-00243,2023-09-12,2023-03-24,2024-03-23,AL,6,9.4,3,44.8,12.6,170.3,Retail,OH,0,1,25963.64,500,500,21248.97,Annual,86.13,3,0.0,,,,
POL-016527,INS-00311,2023-08-28,2023-06-21,2024-06-20,AL,10,5.1,7,36.5,4.9,158.1,Retail,WA,1,0,14775.04,2500,500,14512.46,Monthly,70.17,2,1.0,,,,
POL-016528,INS-00302,2024-01-17,2023-10-11,2024-10-10,AL,10,2.1,7,36.4,2.6,412.2,Construction,FL,2,1,11735.21,5000,1000,6376.87,Annual,31.43,1,1.0,,,,
POL-016529,INS-00732,2023-06-05,2023-01-13,2024-01-13,AL,5,3.9,8,37.9,6.8,289.5,RETAIL,PA,1,2,19101.55,2500,300,22196.93,Monthly,4.65,1,0.0,,,,
POL-016530,INS-00654,2023-03-26,2023-03-26,2024-03-25,AL,7,5.5,7,37.5,10.5,83.9,Retail,WA,0,0,0.0,1000,300,11340.4,Monthly,94.32,2,1.0,,,,
POL-016531,INS-00267,2023-10-20,2023-07-29,2024-07-28,AL,4,10.5,8,37.8,2.7,73.5,Service,OH,3,0,,1000,300,13389.76,Annual,67.91,1,0.0,,,,
POL-016532,INS-00351,2023-01-02,2022-11-12,2023-11-12,AL,7,7.9,4,49.1,3.4,389.2,Rideshare,NC,0,0,0.0,250,100,14319.47,Quarterly,47.93,1,,,,,
POL-016533,INS-00058,2023-04-02,2022-11-13,2023-11-13,AL,3,7.4,7,44.2,4.1,106.6,Construction,NY,0,0,0.0,2500,1000,16094.37,Quarterly,5.51,0,0.0,,,,
POL-016534,INS-00534,2023-03-08,2023-02-16,2024-02-16,AL,8,6.7,3,54.8,30.5,240.9,Retail,GA,1,0,6086.84,2500,1000,26021.42,Annual,69.08,2,1.0,,,,
POL-016535,INS-00015,2023-05-12,2022-11-30,2023-11-30,AL,3,4.1,5,34.1,1.8,96.7,Trucking,WA,0,0,0.0,2500,500,26792.25,Quarterly,51.72,1,0.0,,,,
POL-016536,INS-00659,2023-09-25,2023-03-30,2024-03-29,AL,8,6.8,7,46.1,1.2,96.9,service,AZ,0,0,0.0,1000,100,5769.6,Quarterly,13.0,2,3.0,,,,
POL-016537,INS-00646,2023-09-20,2023-07-03,2024-07-02,AL,7,0.0,4,37.2,8.3,201.5,Construction,PA,1,1,11129.68,2500,1000,19615.15,Monthly,59.32,1,0.0,,,,
POL-016538,INS-00015,2024-03-14,2023-12-20,2024-12-19,AL,8,3.7,4,41.2,1.4,186.9,Construction,NC,2,2,29465.22,500,1000,40000.0,Annual,98.8,0,0.0,,,,
