policy_id,insured_id,snapshot_date,policy_effective_date,policy_expiration_date,coverage_type,vehicle_count,vehicle_avg_age,driver_count,driver_avg_age,years_in_business,prior_year_mileage_000,business_type,state,prior_apd_claim_count,prior_al_claim_count,prior_loss_amount,deductible,coverage_limit_000,annual_premium,payment_frequency,risk_score_external,has_safety_program,num_heavy_vehicles,late_payment_count,claim_count,total_loss_amount,first_claim_reported_date,claim_paid_amount_current_period,claim_status_current_period,days_to_first_claim_report
POL-000998,INS-02088,2021-01-29,2020-12-25,2021-12-25,APD,9,0.5,6,27.6,3.8,231.1,RETAIL,NC,1,2,35424.03,2500,300,8693.86,Monthly,86.82,1,0,0.0,0,0.0,,0.0,No Claim,
POL-004333,INS-00082,2022-07-31,2022-04-06,2023-04-06,APD,5,8.2,7,43.9,21.8,174.0,retail,CO,0,0,0.0,1000,100,25000.0,Monthly,2.08,0,0,2.0,0,0.0,,0.0,No Claim,
POL-008284,INS-02866,2021-11-28,2021-08-16,2022-08-16,AL,10,3.2,7,39.9,1.8,338.7,RETAIL,FL,1,1,,2500,300,4074.84,Monthly,74.98,1,2,,0,0.0,,0.0,No Claim,
POL-001177,INS-01454,2020-12-12,2020-07-22,2021-07-22,APD,10,3.9,9,31.5,10.4,319.6,Construction,NY,0,1,3632.13,500,100,4335.08,Quarterly,6.62,0,3,2.0,0,0.0,,0.0,No Claim,
POL-014604,INS-01572,2021-07-19,2021-05-13,2022-05-13,AL,4,6.6,8,38.1,1.6,70.0,Trucking,OH,0,0,0.0,500,300,11407.81,Quarterly,14.82,1,0,0.0,0,0.0,,0.0,No Claim,
POL-000552,INS-03710,2021-03-07,2020-09-18,2021-09-18,APD,2,2.3,2,37.7,6.4,,Service,NC,0,0,0.0,5000,1000,10327.53,Quarterly,11.52,0,0,0.0,0,0.0,,0.0,No Claim,
POL-004841,INS-03180,2022-04-15,2021-12-17,2022-12-17,APD,8,7.4,5,38.9,2.1,331.3,Construction,TX,0,1,1604.41,250,500,10208.65,Monthly,26.09,0,0,0.0,0,0.0,,0.0,No Claim,
POL-012103,INS-01710,2021-11-18,2021-09-17,2022-09-17,AL,6,5.0,8,49.2,21.4,85.4,Construction,FL,0,0,0.0,1000,500,8568.03,Monthly,39.82,0,1,1.0,0,0.0,,0.0,No Claim,
POL-004373,INS-00063,2020-09-05,2020-09-02,2021-09-02,APD,7,7.0,4,41.2,4.3,48.8,Trucking,WA,0,0,0.0,1000,300,10645.72,,22.73,1,2,1.0,0,0.0,,0.0,No Claim,
POL-003498,INS-03273,2021-06-05,2021-06-01,2022-06-01,APD,15,4.4,15,41.2,1.1,196.0,trucking,WA,0,0,0.0,250,100,13026.81,Quarterly,17.82,0,3,2.0,1,2642.5,2021-07-19,2282.75,Closed,44.0
POL-008092,INS-01293,2022-01-11,2021-11-09,2022-11-09,AL,9,6.4,8,43.7,11.7,242.3,retail,AZ,1,0,2706.33,250,1000,6652.27,Quarterly,36.23,0,2,3.0,0,0.0,,0.0,No Claim,
POL-007797,INS-01200,2022-11-12,2022-10-01,2023-10-01,AL,4,1.2,6,42.2,1.1,60.1,Trucking,AZ,0,1,21254.08,250,500,8408.69,Quarterly,93.57,0,0,0.0,0,0.0,,0.0,No Claim,
POL-007563,INS-01424,2021-02-22,2020-11-14,2021-11-14,AL,5,7.5,10,43.9,2.0,93.8,trucking,GA,0,0,,5000,500,16070.4,Annual,72.68,1,2,0.0,1,162515.36,2021-04-03,135402.75,Open,40.0
POL-001408,INS-00825,2022-08-15,2022-04-19,2023-04-19,APD,7,5.3,5,,6.0,76.1,Construction,CO,0,0,0.0,500,300,6456.71,Annual,58.86,1,1,,1,2391.31,2022-09-30,1917.13,Under Review,46.0
POL-012539,INS-03516,2020-01-08,2019-10-05,2020-10-04,AL,7,6.9,6,46.7,1.3,109.4,Construction,CO,1,0,2382.5,5000,300,13434.5,Quarterly,69.46,0,1,1.0,0,0.0,,0.0,No Claim,
POL-012670,INS-02628,2020-10-30,2020-08-23,2021-08-23,AL,11,6.0,8,43.8,17.3,409.3,trucking,OH,0,1,10959.88,1000,300,4955.37,Annual,36.26,1,4,3.0,0,0.0,,0.0,No Claim,
POL-005177,INS-00479,2020-08-07,2020-05-17,2021-05-17,APD,8,0.7,6,37.3,5.6,158.7,Construction,CO,1,0,,250,300,6590.53,Annual,32.26,1,2,0.0,0,0.0,,0.0,No Claim,
POL-005830,INS-01343,2021-05-14,2021-03-30,2022-03-30,APD,5,2.6,9,40.6,15.3,61.3,Trucking,NC,0,0,0.0,250,300,9746.2,Monthly,85.46,1,1,2.0,0,0.0,,0.0,No Claim,
POL-006063,INS-02540,2021-02-17,2021-02-05,2022-02-05,APD,10,3.1,6,38.0,1.0,333.8,TRUCKING,NC,0,0,0.0,5000,100,2000.0,Monthly,74.65,0,0,0.0,0,0.0,,0.0,No Claim,
POL-011712,INS-00082,2021-06-05,2021-01-30,2022-01-30,AL,7,5.5,7,,7.7,268.1,Retail,GA,0,0,0.0,2500,500,17593.09,Quarterly,22.15,0,2,0.0,0,0.0,,0.0,No Claim,
POL-010451,INS-02292,2022-06-17,2022-05-05,2023-05-05,AL,11,6.1,4,34.1,2.0,229.5,Trucking,PA,0,0,0.0,1000,500,19275.44,Monthly,23.37,1,4,0.0,0,0.0,,0.0,No Claim,
POL-006776,INS-00122,2022-10-31,2022-09-20,2023-09-20,APD,5,9.1,4,46.8,1.0,89.6,Construction,IL,0,1,5419.32,500,300,2966.84,Monthly,94.49,1,1,4.0,0,0.0,,0.0,No Claim,
POL-003589,INS-03122,2021-12-13,2021-12-06,2022-12-06,APD,11,5.1,2,39.3,26.3,225.4,CONSTRUCTION,WA,2,0,,500,300,14866.13,Annual,26.97,1,2,0.0,0,0.0,,0.0,No Claim,
POL-011527,INS-02787,2020-10-25,2020-09-30,2021-09-30,AL,6,6.1,10,42.1,1.5,163.0,Service,PA,0,0,,5000,300,16449.86,Annual,2.57,1,1,0.0,0,0.0,,0.0,No Claim,
POL-012177,INS-00160,2021-07-18,2021-04-20,2022-04-20,AL,10,4.3,10,45.4,1.0,504.5,Construction,CA,1,0,6304.55,1000,500,6111.94,Annual,62.58,0,3,,0,0.0,,0.0,No Claim,
POL-000694,INS-03015,2022-11-01,2022-07-18,2023-07-18,APD,10,6.9,2,34.7,3.6,438.2,Trucking,NC,0,0,0.0,1000,1000,11882.28,Monthly,32.71,0,2,0.0,0,0.0,,0.0,No Claim,
POL-002534,INS-01844,2020-07-05,2020-04-05,2021-04-05,APD,10,6.3,6,48.1,8.2,245.5,Trucking,CA,0,0,0.0,5000,100,6459.18,Quarterly,4.29,0,2,1.0,0,0.0,,0.0,No Claim,
POL-005012,INS-00119,2020-02-28,2019-09-16,2020-09-15,APD,8,6.5,4,52.7,1.0,235.3,Trucking,TX,1,1,41650.33,5000,300,9164.77,Monthly,50.6,0,2,0.0,0,0.0,,0.0,No Claim,
POL-003444,INS-01859,2020-08-29,2020-08-18,2021-08-18,APD,7,2.7,4,46.2,2.6,119.8,Trucking,NY,0,1,4049.25,1000,100,6949.45,Annual,87.14,1,1,0.0,1,4338.79,2020-10-13,2907.21,Closed,45.0
POL-000983,INS-01941,2021-08-22,2021-02-27,2022-02-27,APD,10,3.3,8,38.4,11.4,,Service,WA,1,1,24486.77,250,500,8079.0,Monthly,49.03,1,1,0.0,0,0.0,,0.0,No Claim,
POL-008067,INS-03470,2022-05-07,2022-04-03,2023-04-03,AL,7,2.8,3,34.1,15.2,192.6,Trucking,FL,1,1,5668.04,500,300,9672.93,Quarterly,90.85,0,0,0.0,0,0.0,,0.0,No Claim,
POL-005944,INS-03000,2021-12-13,2021-10-06,2022-10-06,APD,12,11.7,9,,9.5,585.8,RETAIL,CA,1,0,14779.07,250,500,14002.81,Quarterly,73.56,0,1,2.0,0,0.0,,0.0,No Claim,
POL-014204,INS-01184,2020-01-02,2019-09-14,2020-09-13,AL,9,5.1,6,21.3,1.4,138.3,SERVICE,NY,0,1,7232.13,1000,1000,19847.6,Quarterly,88.28,0,1,0.0,0,0.0,,0.0,No Claim,
POL-004223,INS-00699,2022-06-22,2022-03-12,2023-03-12,APD,8,6.3,8,39.0,20.2,139.7,Retail,CA,2,1,92524.71,250,500,8700.13,Annual,15.4,0,3,1.0,0,0.0,,0.0,No Claim,
POL-000092,INS-01313,2022-05-31,2022-02-03,2023-02-03,APD,6,0.6,6,,7.6,159.3,Retail,CA,0,0,0.0,2500,500,8917.28,Monthly,7.02,1,1,2.0,0,0.0,,0.0,No Claim,
POL-005653,INS-03363,2020-03-03,2020-01-28,2021-01-27,APD,6,10.5,2,38.9,6.0,205.7,Construction,GA,0,0,0.0,1000,500,14841.32,Quarterly,4.74,1,1,0.0,0,0.0,,0.0,No Claim,
POL-002267,INS-02813,2022-01-18,2021-11-16,2022-11-16,APD,6,6.3,9,42.1,2.3,149.9,Service,PA,0,0,0.0,500,300,9220.37,Quarterly,43.35,1,2,0.0,0,0.0,,0.0,No Claim,
POL-010784,INS-00557,2022-06-09,2022-06-05,2023-06-05,AL,8,6.3,7,42.5,28.6,140.0,Trucking,FL,0,0,0.0,500,1000,5626.96,Annual,16.7,0,2,1.0,1,335080.6,2022-07-26,202498.06,Under Review,47.0
POL-008117,INS-02071,2022-12-25,2022-07-22,2023-07-22,AL,6,7.3,7,39.9,27.4,52.9,retail,OH,0,0,0.0,500,500,14450.8,Monthly,18.58,1,1,1.0,0,0.0,,0.0,No Claim,
POL-009566,INS-02766,2020-07-20,2020-06-11,2021-06-11,AL,11,5.5,5,46.1,34.1,54.6,RETAIL,FL,0,0,0.0,5000,500,27177.85,Monthly,20.27,0,3,0.0,1,6152.18,2020-09-10,4067.81,Closed,52.0
POL-009627,INS-01473,2022-10-23,2022-08-17,2023-08-17,AL,6,0.1,7,44.9,2.8,70.0,Retail,FL,0,0,0.0,2500,300,7136.22,Annual,2.97,0,1,1.0,0,0.0,,0.0,No Claim,
POL-000262,INS-03660,2020-07-05,2020-02-27,2021-02-26,APD,7,4.4,6,45.3,8.7,128.0,Service,GA,0,0,,1000,500,20486.4,Annual,16.53,1,2,2.0,0,0.0,,0.0,No Claim,
POL-013994,INS-01459,2021-12-03,2021-10-03,2022-10-03,AL,4,6.3,5,36.5,6.2,209.5,construction,WA,0,0,0.0,250,300,16329.46,Annual,1.61,0,0,0.0,0,0.0,,0.0,No Claim,
POL-003338,INS-02864,2020-02-25,2020-01-30,2021-01-29,APD,2,1.8,8,38.9,23.6,63.3,TRUCKING,FL,1,0,3542.59,1000,100,5629.28,Quarterly,,1,0,0.0,0,0.0,,0.0,No Claim,
POL-005498,INS-00866,2021-06-28,2021-04-22,2022-04-22,APD,7,4.4,2,47.9,34.5,135.9,Construction,NY,1,0,,1000,500,9372.38,Quarterly,91.19,1,0,1.0,0,0.0,,0.0,No Claim,
POL-009845,INS-01495,2022-10-31,2022-08-03,2023-08-03,AL,8,3.8,9,33.3,5.1,94.1,Retail,IL,0,0,0.0,1000,300,10826.36,Annual,94.82,0,1,4.0,1,8787.64,2022-12-16,6308.4,Closed,46.0
POL-004017,INS-01937,2020-10-23,2020-08-07,2021-08-07,APD,6,1.7,8,34.1,3.0,125.6,Trucking,TX,1,0,8651.11,2500,300,8148.45,Quarterly,17.83,0,1,0.0,0,0.0,,0.0,No Claim,
POL-003627,INS-01380,2022-04-24,2022-03-07,2023-03-07,APD,10,7.4,7,34.7,4.0,183.2,trucking,NY,0,1,15053.59,500,100,18537.63,Quarterly,54.77,1,5,0.0,0,0.0,,0.0,No Claim,
POL-009223,INS-00040,2021-11-22,2021-10-15,2022-10-15,AL,7,6.6,5,44.3,6.2,76.5,Construction,TX,0,0,0.0,2500,100,9635.87,Monthly,77.42,1,1,3.0,0,0.0,,0.0,No Claim,
POL-000446,INS-00430,2021-12-26,2021-09-24,2022-09-24,APD,9,3.7,4,32.1,9.0,234.4,other,AZ,3,0,7845.13,500,100,12460.49,Quarterly,95.79,0,1,1.0,1,2046.87,2022-02-10,1479.47,Closed,46.0
POL-006753,INS-00133,2021-10-31,2021-05-27,2022-05-27,APD,7,6.3,5,40.9,2.3,96.7,Trucking,PA,1,0,18495.55,500,300,10865.01,Quarterly,53.24,0,2,0.0,1,3864.37,2021-12-12,2678.63,Under Review,42.0
POL-005112,INS-01965,2022-01-28,2022-01-13,2023-01-13,APD,5,0.2,4,43.0,5.9,243.7,RETAIL,NY,0,0,,1000,300,3429.88,Monthly,57.17,1,1,1.0,0,0.0,,0.0,No Claim,
POL-005966,INS-03433,2020-04-18,2019-11-17,2020-11-16,APD,3,5.7,7,36.9,13.1,98.0,SERVICE,PA,1,0,,5000,300,6711.36,Annual,38.61,1,1,0.0,0,0.0,,0.0,No Claim,
POL-012612,INS-01840,2022-04-26,2022-03-18,2023-03-18,AL,9,4.4,8,37.6,8.8,215.9,Service,FL,0,0,0.0,1000,500,9838.93,Quarterly,78.37,1,1,1.0,0,0.0,,0.0,No Claim,
POL-003556,INS-02566,2021-05-04,2021-03-30,2022-03-30,APD,12,9.6,8,44.5,3.5,322.5,Service,TX,0,1,5587.07,500,500,12606.51,Monthly,65.84,1,5,1.0,0,0.0,,0.0,No Claim,
POL-002195,INS-02904,2021-12-20,2021-11-29,2022-11-29,APD,12,11.1,8,33.9,1.0,330.1,service,OH,0,1,5886.5,5000,300,8840.37,Quarterly,65.86,1,0,0.0,0,0.0,,0.0,No Claim,
POL-008188,INS-03099,2020-05-05,2019-12-13,2020-12-12,AL,5,2.3,2,42.2,16.7,90.2,Construction,CO,0,1,10588.02,1000,500,12348.43,Monthly,20.08,0,0,0.0,0,0.0,,0.0,No Claim,
POL-007339,INS-02699,2020-04-27,2020-03-21,2021-03-21,APD,10,1.3,7,63.2,8.6,203.9,Service,CO,2,3,30623.52,5000,100,9072.13,Monthly,90.17,0,5,1.0,0,0.0,,0.0,No Claim,
POL-012884,INS-01826,2020-07-15,2020-03-22,2021-03-22,AL,13,10.0,1,55.6,17.7,253.6,Trucking,IL,2,1,34868.6,1000,1000,18945.52,Annual,83.87,1,1,3.0,0,0.0,,0.0,No Claim,
POL-003368,INS-02011,2020-11-11,2020-08-27,2021-08-27,APD,8,8.6,5,46.8,12.6,403.8,retail,FL,0,0,0.0,500,100,10679.67,Quarterly,42.64,0,0,,0,0.0,,0.0,No Claim,
POL-010008,INS-02425,2022-05-18,2021-11-28,2022-11-28,AL,3,2.9,9,41.3,5.3,161.1,Retail,PA,0,0,0.0,1000,300,14936.96,Quarterly,36.26,1,1,1.0,0,0.0,,0.0,No Claim,
POL-002868,INS-00702,2020-06-21,2020-02-21,2021-02-20,APD,8,6.1,7,,12.5,239.2,trucking,FL,1,1,40517.82,1000,100,7952.87,Annual,10.59,1,3,1.0,0,0.0,,0.0,No Claim,
POL-002527,INS-00402,2021-05-27,2020-12-04,2021-12-04,APD,11,3.5,7,31.9,1.6,460.3,Construction,NY,0,0,0.0,5000,1000,7654.55,Quarterly,24.93,1,2,0.0,0,0.0,,0.0,No Claim,
POL-014323,INS-00227,2022-08-15,2022-04-13,2023-04-13,AL,7,4.1,3,30.2,9.1,95.8,Construction,CA,0,0,,250,500,23338.68,Quarterly,67.46,1,2,3.0,0,0.0,,0.0,No Claim,
POL-013371,INS-00337,2020-11-01,2020-10-10,2021-10-10,AL,9,3.8,1,35.4,3.4,256.0,Other,PA,1,0,15206.06,250,500,15337.66,Annual,92.59,0,2,0.0,0,0.0,,0.0,No Claim,
POL-014756,INS-02317,2021-01-18,2021-01-11,2022-01-11,AL,7,9.0,4,46.9,16.2,334.0,Service,GA,0,1,2481.8,5000,500,10646.79,Quarterly,31.95,0,0,1.0,0,0.0,,0.0,No Claim,
POL-010288,INS-00409,2020-08-11,2020-06-26,2021-06-26,AL,6,3.7,5,48.8,15.1,113.2,CONSTRUCTION,CA,0,0,0.0,250,300,7581.14,Quarterly,59.31,1,2,0.0,0,0.0,,0.0,No Claim,
POL-001169,INS-02759,2022-12-29,2022-12-25,2023-12-25,APD,9,9.5,8,,6.1,280.0,Other,FL,2,0,49939.24,1000,500,12488.8,Annual,84.8,0,2,0.0,0,0.0,,0.0,No Claim,
POL-004145,INS-00850,2020-05-21,2020-02-25,2021-02-24,APD,9,5.3,6,41.1,7.5,140.3,trucking,AZ,0,2,19253.57,2500,500,19191.94,Monthly,14.74,0,3,0.0,0,0.0,,0.0,No Claim,
POL-005150,INS-02471,2021-08-19,2021-05-04,2022-05-04,APD,9,4.3,10,43.3,21.5,232.9,Retail,IL,0,1,11581.69,5000,100,8475.61,Monthly,71.76,1,3,4.0,0,0.0,,0.0,No Claim,
POL-000085,INS-03684,2021-11-20,2021-11-19,2022-11-19,APD,8,1.4,2,42.8,3.5,168.6,Service,PA,0,0,0.0,5000,300,3570.83,Monthly,5.83,0,1,0.0,0,0.0,,0.0,No Claim,
POL-003150,INS-01077,2020-04-28,2020-04-02,2021-04-02,APD,12,3.4,8,53.1,1.5,169.3,Trucking,TX,0,1,5914.73,1000,100,8737.93,Monthly,22.18,0,5,0.0,0,0.0,,0.0,No Claim,
POL-014863,INS-00352,2021-04-22,2021-02-04,2022-02-04,AL,10,7.3,7,53.7,2.4,268.1,Retail,NY,0,2,8418.14,500,100,28828.47,Monthly,89.78,1,2,0.0,0,0.0,,0.0,No Claim,
POL-000881,INS-03336,2020-04-04,2020-02-22,2021-02-21,APD,9,2.1,7,51.0,1.0,258.6,Construction,TX,3,0,7578.78,250,500,11750.81,Monthly,63.0,0,4,0.0,0,0.0,,0.0,No Claim,
POL-006748,INS-03066,2020-06-27,2020-01-23,2021-01-22,APD,8,6.4,5,40.2,10.0,,Trucking,AZ,0,0,0.0,5000,300,10521.24,Annual,34.13,1,0,1.0,0,0.0,,0.0,No Claim,
POL-009335,INS-02308,2022-10-04,2022-05-12,2023-05-12,AL,11,3.3,3,57.3,5.2,213.3,Service,AZ,0,1,,500,500,8439.4,Monthly,72.84,0,1,0.0,1,21597.34,2022-11-20,13030.6,Open,47.0
POL-006536,INS-00152,2022-04-15,2022-04-11,2023-04-11,APD,11,7.8,3,30.9,25.4,76.9,Service,NC,0,0,,2500,300,12512.49,Annual,53.03,1,3,0.0,1,3891.65,2022-05-31,3190.42,Closed,46.0
POL-014406,INS-00490,2020-12-19,2020-10-26,2021-10-26,AL,5,5.8,7,36.0,1.0,,Retail,FL,0,0,0.0,250,500,9551.69,Annual,,1,1,2.0,0,0.0,,0.0,No Claim,
POL-009210,INS-02953,2021-01-17,2020-12-03,2021-12-03,AL,11,3.7,9,42.7,1.0,164.2,Construction,CA,1,1,,500,500,8945.83,Monthly,56.51,1,5,0.0,0,0.0,,0.0,No Claim,
POL-001468,INS-01250,2021-02-25,2021-01-13,2022-01-13,APD,10,3.1,1,37.2,2.3,508.5,Retail,PA,2,0,15798.86,1000,100,10323.96,Quarterly,97.61,1,0,3.0,1,449.5,2021-04-10,387.04,Open,44.0
POL-010998,INS-02427,2020-06-25,2020-04-17,2021-04-17,AL,7,2.6,4,43.3,15.0,180.2,Service,CA,0,0,0.0,2500,300,10662.93,Monthly,53.75,0,2,0.0,0,0.0,,0.0,No Claim,
POL-005642,INS-02922,2020-11-11,2020-07-09,2021-07-09,APD,5,7.2,10,48.4,11.5,88.7,CONSTRUCTION,PA,0,0,0.0,500,100,6668.1,Monthly,17.45,1,0,1.0,0,0.0,,0.0,No Claim,
POL-006538,INS-00390,2022-11-07,2022-11-03,2023-11-03,APD,10,2.3,3,43.4,21.1,349.8,Retail,WA,3,0,25657.09,500,300,12561.2,Monthly,12.88,1,3,0.0,0,0.0,,0.0,No Claim,
POL-009471,INS-02193,2022-09-03,2022-03-08,2023-03-08,AL,13,4.4,6,36.9,8.2,481.6,RETAIL,FL,3,0,16520.88,1000,300,21365.06,Annual,70.69,1,4,0.0,0,0.0,,0.0,No Claim,
POL-000453,INS-00692,2021-06-30,2021-01-18,2022-01-18,APD,11,5.8,4,42.8,3.3,302.7,Construction,GA,0,1,4603.43,2500,1000,12988.2,Quarterly,10.79,0,3,4.0,1,5778.09,2021-08-16,5099.35,Closed,47.0
POL-004327,INS-01569,2022-07-20,2022-04-12,2023-04-12,APD,5,0.2,9,35.7,1.0,129.7,Retail,GA,0,1,30769.75,250,1000,4194.79,Annual,93.95,0,2,,0,0.0,,0.0,No Claim,
POL-004045,INS-01736,2021-03-28,2020-10-28,2021-10-28,APD,6,2.7,5,30.9,10.1,,Service,GA,0,0,0.0,2500,100,6046.02,Annual,49.69,1,4,1.0,0,0.0,,0.0,No Claim,
POL-013992,INS-03470,2021-11-30,2021-07-20,2022-07-20,AL,12,5.2,6,39.2,6.6,423.3,Trucking,PA,2,0,6351.47,250,1000,5511.67,Monthly,8.9,0,3,,0,0.0,,0.0,No Claim,
POL-004138,INS-00110,2020-10-10,2020-08-08,2021-08-08,APD,10,4.3,2,26.6,3.3,196.0,Other,OH,2,1,64588.41,1000,100,6343.28,,14.06,1,0,0.0,0,0.0,,0.0,No Claim,
POL-003040,INS-00436,2020-08-04,2020-05-08,2021-05-08,APD,8,2.9,5,52.4,2.2,58.5,Retail,CO,3,0,25767.99,250,300,9261.83,Annual,62.38,1,1,,0,0.0,,0.0,No Claim,
POL-009148,INS-00762,2021-11-05,2021-08-30,2022-08-30,AL,6,3.7,10,43.6,1.0,99.4,Service,OH,1,2,36634.77,250,1000,13116.3,Monthly,80.35,0,1,3.0,0,0.0,,0.0,No Claim,
POL-013344,INS-01641,2020-11-14,2020-10-31,2021-10-31,AL,4,4.0,8,37.2,1.0,68.7,RETAIL,FL,2,0,24030.48,250,300,9723.84,Annual,28.11,0,2,1.0,0,0.0,,0.0,No Claim,
POL-010516,INS-01630,2021-04-26,2021-01-09,2022-01-09,AL,6,3.4,7,35.1,6.9,,Trucking,PA,0,1,24262.31,250,500,4426.92,Annual,,0,2,0.0,0,0.0,,0.0,No Claim,
POL-005826,INS-00355,2021-08-07,2021-07-14,2022-07-14,APD,12,2.9,5,44.5,31.4,399.3,Service,NY,0,0,0.0,250,1000,10697.05,Annual,74.33,1,4,0.0,1,35462.86,2021-09-12,33023.62,Under Review,36.0
POL-007880,INS-03742,2022-03-15,2022-01-12,2023-01-12,AL,5,4.0,10,52.6,3.7,183.7,Service,CA,0,0,0.0,2500,300,25068.38,Annual,44.7,0,2,1.0,1,10818.25,2022-04-26,9040.88,Closed,42.0
POL-000580,INS-02003,2020-04-21,2019-11-26,2020-11-25,APD,9,3.5,8,38.0,5.7,212.0,Service,FL,0,0,0.0,250,500,7497.86,Quarterly,63.94,1,3,4.0,0,0.0,,0.0,No Claim,
POL-005237,INS-03700,2021-09-03,2021-06-26,2022-06-26,APD,7,6.4,4,44.8,10.4,170.3,RETAIL,OH,0,1,,1000,300,13017.75,Monthly,41.69,0,1,0.0,0,0.0,,0.0,No Claim,
POL-006572,INS-00622,2021-11-30,2021-08-10,2022-08-10,APD,2,2.6,5,44.1,15.1,44.5,Service,CO,0,0,0.0,250,500,7594.17,Quarterly,8.48,0,0,0.0,0,0.0,,0.0,No Claim,
POL-010550,INS-03090,2020-08-24,2020-05-21,2021-05-21,AL,8,4.4,5,47.3,2.2,150.7,Retail,OH,0,0,0.0,1000,300,16423.89,Monthly,31.46,1,4,1.0,0,0.0,,0.0,No Claim,
POL-007175,INS-02699,2020-05-04,2019-11-12,2020-11-11,APD,10,8.4,5,41.0,2.5,511.6,Retail,NC,1,0,5563.07,1000,100,10088.36,Quarterly,47.21,0,1,0.0,0,0.0,,0.0,No Claim,
POL-007468,INS-00273,2021-09-26,2021-05-11,2022-05-11,APD,7,6.7,3,35.9,13.0,60.0,Trucking,NY,0,0,0.0,250,300,5664.69,Monthly,2.26,0,2,3.0,0,0.0,,0.0,No Claim,
POL-011066,INS-03539,2020-04-17,2020-02-06,2021-02-05,AL,9,7.9,8,42.4,16.7,124.4,Trucking,GA,1,2,80155.95,5000,300,11970.65,Annual,,1,0,1.0,0,0.0,,0.0,No Claim,
POL-013387,INS-01429,2022-02-08,2022-01-03,2023-01-03,AL,6,2.9,5,56.5,11.9,,Construction,GA,2,0,8459.2,500,1000,8492.1,Monthly,84.74,0,0,0.0,0,0.0,,0.0,No Claim,
POL-011088,INS-02525,2020-12-31,2020-08-13,2021-08-13,AL,8,4.9,7,23.2,1.7,83.9,retail,CA,0,0,0.0,2500,300,14821.21,Annual,71.3,0,2,0.0,0,0.0,,0.0,No Claim,
POL-005588,INS-00429,2022-12-18,2022-09-16,2023-09-16,APD,8,0.5,4,46.5,3.1,181.6,Service,AZ,0,1,2309.46,1000,100,12243.17,Quarterly,49.46,1,2,3.0,0,0.0,,0.0,No Claim,
POL-011840,INS-03082,2021-04-02,2021-03-15,2022-03-15,AL,6,5.8,6,41.8,8.0,208.1,Construction,PA,0,1,11584.62,2500,500,5581.1,Quarterly,18.5,0,1,0.0,0,0.0,,0.0,No Claim,
POL-002468,INS-03258,2022-01-14,2021-12-17,2022-12-17,APD,9,5.2,14,31.2,4.2,340.8,Trucking,AZ,0,0,0.0,500,1000,15464.85,Annual,87.3,1,2,,0,0.0,,0.0,No Claim,
POL-004158,INS-01349,2020-11-26,2020-08-24,2021-08-24,APD,6,6.2,8,43.9,25.9,64.9,Trucking,PA,0,0,0.0,250,500,9384.87,Annual,3.19,1,2,0.0,1,2426.38,2021-01-14,1702.49,Under Review,49.0
POL-006350,INS-02619,2022-01-12,2021-11-13,2022-11-13,APD,6,3.5,3,48.9,1.0,77.4,Trucking,FL,1,0,26293.04,1000,100,9765.53,Quarterly,81.87,1,2,0.0,0,0.0,,0.0,No Claim,
POL-011993,INS-00035,2022-12-03,2022-06-24,2023-06-24,AL,11,3.3,8,42.6,4.2,475.0,Service,CA,0,0,0.0,250,500,24038.89,Annual,36.15,0,3,1.0,0,0.0,,0.0,No Claim,
POL-013120,INS-01202,2021-11-22,2021-06-21,2022-06-21,AL,7,4.4,5,43.0,2.1,106.1,Retail,WA,0,0,0.0,250,500,7979.25,Annual,9.12,0,0,1.0,0,0.0,,0.0,No Claim,
POL-000414,INS-00509,2020-05-24,2019-11-28,2020-11-27,APD,6,0.0,8,59.1,13.9,85.7,service,OH,0,0,0.0,1000,100,8657.35,Monthly,87.1,1,1,0.0,0,0.0,,0.0,No Claim,
POL-000403,INS-00110,2020-12-16,2020-10-17,2021-10-17,APD,13,4.9,7,34.0,1.0,480.2,TRUCKING,WA,0,0,0.0,2500,300,8064.67,Annual,44.85,0,3,1.0,1,3645.76,2021-01-26,3144.43,Open,41.0
POL-004429,INS-02951,2022-04-24,2021-11-01,2022-11-01,APD,13,8.0,4,39.3,3.6,317.3,trucking,WA,1,1,2462.89,5000,300,7698.13,Quarterly,39.03,1,5,1.0,0,0.0,,0.0,No Claim,
POL-002085,INS-03402,2020-05-23,2020-01-09,2021-01-08,APD,8,2.0,6,56.9,5.7,121.7,Construction,NC,1,0,1794.73,500,500,12555.02,Quarterly,46.12,1,3,0.0,0,0.0,,0.0,No Claim,
POL-003058,INS-02214,2020-06-10,2020-05-09,2021-05-09,APD,7,6.3,5,36.2,11.9,199.6,Trucking,TX,0,0,,1000,500,9654.42,Monthly,60.88,0,2,0.0,0,0.0,,0.0,No Claim,
POL-014229,INS-02714,2022-09-20,2022-07-12,2023-07-12,AL,10,9.4,10,43.3,16.8,244.8,Trucking,NC,1,0,12640.55,5000,500,20103.52,Annual,40.88,0,4,0.0,0,0.0,,0.0,No Claim,
POL-013690,INS-02288,2020-10-23,2020-08-16,2021-08-16,AL,6,3.8,8,37.7,1.0,91.0,Retail,GA,0,0,0.0,250,1000,14655.36,Monthly,87.76,1,2,0.0,1,38355.31,2020-12-05,31715.8,Under Review,43.0
